,from,to,distance,time
2,S33,S32,1004,115
2,S33,S34,1388,180
2,S33,S35,3421,395
2,S33,S36,6408,748
2,S33,S37,6619,756
2,S33,S38,3741,549
2,S33,S39,10546,1024
2,S33,S40,9512,1390
2,S33,S41,11461,1351
2,S33,S42,6845,854
2,S33,S43,7283,887
2,S33,S44,13175,1553
2,S33,S45,11007,1186
2,S33,S46,11147,1182
2,S33,S47,10709,1230
2,S33,S48,6713,805
2,S33,S49,15371,1806
2,S33,S50,17456,1847
2,S33,S51,14935,1637
2,S33,S52,10005,1040
2,S33,S53,8935,914
2,S33,S54,12720,1245
2,S33,S55,10484,1171
2,S33,S56,10777,1144
2,S33,S57,11432,1124
2,S33,S58,11309,1345
2,S33,S59,15229,1671
2,S33,S60,2412,238
2,S33,S61,5069,569
2,S33,S62,5776,604
2,S33,S63,12822,1412
2,S33,S64,15413,1699
2,S33,S65,5855,721
2,S33,S66,5445,572
2,S33,S67,4484,437
2,S33,S68,10357,1117
2,S33,S69,11239,1134
2,S33,S70,7456,867
2,S33,S71,4485,535
2,S33,S72,5893,632
2,S34,S48,6475,771
2,S34,S49,16065,1977
2,S34,S50,18150,2003
2,S34,S51,15736,1831
2,S34,S52,10699,1141
2,S34,S53,9108,1029
2,S34,S54,13046,1527
2,S34,S55,10817,1295
2,S34,S56,11208,1326
2,S34,S57,11654,1393
2,S34,S58,11482,1450
2,S34,S59,15458,1802
2,S34,S60,1467,191
2,S34,S61,5242,652
2,S34,S62,5949,683
2,S34,S63,13155,1568
2,S34,S64,15586,1842
2,S34,S65,6549,809
2,S34,S66,5618,651
2,S34,S67,4657,523
2,S34,S68,9366,1091
2,S34,S69,10248,1155
2,S34,S70,7629,1019
2,S34,S71,4763,599
2,S34,S72,6066,735
2,S34,S73,7605,860
2,S34,S74,4103,556
2,S34,S75,8281,1195
2,S34,S76,7448,1009
2,S34,S77,8212,920
2,S34,S78,1668,211
2,S34,S79,14547,1569
2,S34,S80,14750,1614
2,S34,S81,14299,1534
2,S34,S82,14644,1620
2,S34,S83,14882,1618
2,S34,S84,8994,1089
2,S34,S85,12503,1411
2,S34,S86,15117,1757
2,S34,S87,14448,1559
2,S34,S88,12272,1410
2,S34,S89,10373,1246
2,S34,S90,11741,1323
2,S34,S91,10736,1080
2,S34,S92,15683,1831
2,S34,S93,16011,1919
2,S34,S94,14395,1633
2,S34,S95,14460,1615
2,S34,S96,14951,1626
2,S34,S97,13065,1383
2,S34,S98,15526,1532
2,S34,S99,14620,1502
2,S34,S100,14859,1757
2,S34,S101,15479,1755
2,S34,S102,14110,1566
2,S34,S103,15087,1789
2,S34,S104,15653,1798
2,S34,S105,21056,2523
2,S34,S106,19977,2503
2,S34,S107,19012,2250
2,S34,S108,19838,2515
2,S34,S109,17749,1988
2,S34,S110,17251,2057
2,S34,S111,17885,2141
2,S34,S112,15004,1758
2,S34,S113,17717,1801
2,S34,S114,15767,1915
2,S34,S115,15277,1728
2,S34,S116,15617,1867
2,S34,S117,12904,1466
2,S34,S118,11662,1341
2,S34,S119,11055,1193
2,S34,S120,11847,1267
2,S34,S121,11702,1324
2,S34,S122,12366,1387
2,S35,W01320203,9416,1059
2,S35,S1,40559,2701
2,S35,S2,13601,1605
2,S35,S3,13601,1605
2,S35,S4,22571,1792
2,S35,S5,21319,2095
2,S35,S6,11216,1373
2,S35,S7,23040,1793
2,S35,S8,23245,1622
2,S35,S9,23510,1750
2,S35,S10,22279,1625
2,S35,S11,8144,907
2,S35,S12,12916,1598
2,S35,S13,12633,1518
2,S35,S14,12058,1328
2,S35,S15,9526,1079
2,S35,S16,9460,1058
2,S35,S17,12946,1224
2,S35,S18,11905,1110
2,S35,S19,14593,1536
2,S35,S20,8647,984
2,S35,S21,13135,1309
2,S35,S120,9153,991
2,S35,S121,10286,1194
2,S35,S122,10950,1257
2,S36,W01320203,7190,772
2,S36,S1,45452,2700
2,S36,S2,15756,1836
2,S36,S3,15756,1738
2,S36,S4,22590,1561
2,S36,S5,25974,1701
2,S36,S6,6518,723
2,S36,S7,23059,1559
2,S36,S8,23264,1429
2,S36,S9,23529,1494
2,S36,S10,22298,1413
2,S36,S11,7749,964
2,S36,S12,12870,1583
2,S36,S13,12465,1574
2,S36,S14,12033,1436
2,S36,S15,9131,1098
2,S36,S16,9065,1079
2,S36,S17,19302,1876
2,S36,S18,24414,1465
2,S36,S19,27102,1855
2,S36,S20,8252,1042
2,S36,S21,25488,1552
2,S36,S22,13299,1474
2,S36,S23,10089,1364
2,S36,S24,13310,1368
2,S36,S25,5639,644
2,S36,S26,5193,601
2,S36,S27,7171,729
2,S36,S28,7002,717
2,S36,S29,6703,668
2,S36,S30,7436,930
2,S36,S31,7030,690
2,S36,S32,5614,561
2,S36,S33,6134,584
2,S36,S34,5998,627
2,S36,S35,6454,657
2,S36,S37,678,159
2,S36,S38,7833,897
2,S36,S39,5826,543
2,S36,S40,4792,959
2,S36,S41,7440,947
2,S36,S42,10862,1338
2,S36,S43,3715,552
2,S36,S44,8349,1070
2,S36,S45,6986,865
2,S36,S46,6321,707
2,S36,S47,5883,728
2,S36,S48,1887,342
2,S36,S49,11696,1394
2,S36,S50,13965,1578
2,S36,S51,11367,1296
2,S36,S52,6437,692
2,S36,S53,13125,1364
2,S36,S54,16910,1734
2,S36,S55,14576,1573
2,S36,S56,14967,1560
2,S36,S57,15367,1637
2,S36,S58,15401,1646
2,S36,S59,19321,1997
2,S36,S60,7068,669
2,S36,S61,9161,931
2,S36,S62,9966,1057
2,S36,S63,16914,1822
2,S36,S64,19455,2110
2,S36,S65,8240,992
2,S36,S66,9635,990
2,S36,S67,9094,875
2,S36,S68,13326,1492
2,S36,S69,14208,1585
2,S36,S70,12066,1428
2,S36,S71,8682,868
2,S36,S72,10503,1160
2,S36,S73,11622,1231
2,S36,S74,8022,810
2,S36,S75,12718,1569
2,S36,S76,11952,1342
2,S36,S77,12229,1306
2,S36,S78,6113,571
2,S36,S79,9859,1232
2,S36,S80,10729,1395
2,S36,S81,11081,1341
2,S36,S82,10011,1183
2,S36,S83,10213,1276
2,S36,S84,4732,622
2,S36,S85,8091,993
2,S36,S86,10932,1317
2,S36,S87,9958,1247
2,S36,S88,7860,1044
2,S36,S89,5961,796
2,S36,S90,7329,892
2,S36,S91,6148,668
2,S36,S92,11095,1334
2,S36,S93,11423,1433
2,S36,S94,9807,1192
2,S37,S70,12348,1547
2,S37,S71,8964,1025
2,S37,S72,12154,1346
2,S37,S73,11904,1320
2,S37,S74,8304,960
2,S37,S75,13000,1675
2,S37,S76,12234,1465
2,S37,S77,12511,1426
2,S37,S78,6395,751
2,S37,S79,10141,1301
2,S37,S80,11011,1517
2,S37,S81,11363,1459
2,S37,S82,10293,1366
2,S37,S83,10495,1335
2,S37,S84,5014,742
2,S37,S85,8373,1158
2,S37,S86,11329,1455
2,S37,S87,10240,1307
2,S37,S88,8142,1103
2,S37,S89,6243,964
2,S37,S90,7611,1049
2,S37,S91,6430,762
2,S37,S92,11377,1452
2,S37,S93,11705,1548
2,S37,S94,10089,1367
2,S37,S95,10154,1283
2,S37,S96,10780,1256
2,S37,S97,8759,1052
2,S37,S98,11220,1218
2,S37,S99,10314,1151
2,S37,S100,10553,1413
2,S37,S101,11173,1421
2,S37,S102,9804,1240
2,S37,S103,10916,1311
2,S37,S104,11482,1588
2,S37,S105,17076,2346
2,S37,S106,15997,2044
2,S37,S107,15032,2064
2,S37,S108,15858,2168
2,S37,S109,13769,1781
2,S37,S110,13080,1703
2,S37,S111,13905,1817
2,S37,S112,10833,1391
2,S37,S113,13546,1463
2,S37,S114,11596,1436
2,S37,S115,11106,1358
2,S37,S116,11456,1380
2,S37,S117,8733,1059
2,S37,S118,7356,1061
2,S37,S119,6884,816
2,S37,S120,7676,865
2,S37,S121,7531,934
2,S37,S122,8195,996
2,S38,W01320203,10778,1248
2,S38,S1,42228,2927
2,S38,S2,12987,1622
2,S38,S3,12987,1622
2,S38,S4,23017,1891
2,S38,S5,20705,2233
2,S38,S6,11958,1536
2,S38,S7,23486,1875
2,S38,S8,23691,1719
2,S38,S9,23956,1843
2,S38,S10,22725,1754
2,S38,S11,10370,1263
2,S38,S12,15142,1834
2,S38,S13,14859,1847
2,S38,S14,14284,1659
2,S38,S15,11752,1418
2,S38,S16,11686,1339
2,S38,S17,15132,1353
2,S38,S18,14091,1220
2,S38,S19,16636,1605
2,S38,S20,10873,1295
2,S38,S21,13421,1429
2,S38,S22,15550,1768
2,S38,S23,12708,1550
2,S38,S24,7824,862
2,S38,S25,4905,649
2,S38,S26,5823,837
2,S38,S27,1685,275
2,S38,S28,1516,265
2,S38,S29,1217,215
2,S38,S30,1950,451
2,S38,S31,3450,472
2,S38,S32,3489,505
2,S38,S33,3949,513
2,S38,S34,4894,670
2,S38,S35,2324,356
2,S38,S36,8356,1048
2,S38,S37,8567,1042
2,S38,S39,12494,1265
2,S38,S40,11460,1662
2,S38,S41,11481,1438
2,S38,S42,8906,1181
2,S38,S43,9231,1143
2,S38,S44,13789,1868
2,S39,S19,31154,2181
2,S39,S20,10351,1316
2,S39,S21,29540,1890
2,S39,S22,14992,1983
2,S39,S23,15362,1909
2,S39,S24,18583,1905
2,S39,S25,9774,958
2,S39,S26,9328,959
2,S39,S27,12444,1237
2,S39,S28,12275,1269
2,S39,S29,11976,1222
2,S39,S30,12709,1455
2,S39,S31,12333,1267
2,S39,S32,10848,1067
2,S39,S33,11368,1071
2,S39,S34,10401,1048
2,S39,S35,11727,1167
2,S39,S36,5740,636
2,S39,S37,5951,685
2,S39,S38,13106,1408
2,S39,S40,8536,1196
2,S39,S41,5138,769
2,S39,S42,14997,1719
2,S39,S43,7509,1092
2,S39,S44,5265,805
2,S39,S45,4684,657
2,S39,S46,2223,348
2,S39,S47,1785,353
2,S39,S48,5939,671
2,S39,S49,11481,1581
2,S39,S50,14211,1761
2,S39,S51,11152,1445
2,S39,S52,6222,829
2,S39,S53,18398,1883
2,S39,S54,22183,2278
2,S39,S55,19849,2109
2,S39,S56,20400,2067
2,S39,S57,20846,2120
2,S39,S58,21042,2392
2,S39,S59,32204,2084
2,S39,S60,11487,1141
2,S39,S61,14434,1445
2,S39,S62,15239,1533
2,S39,S63,22187,2360
2,S39,S64,25146,2745
2,S39,S65,13513,1468
2,S39,S66,14908,1558
2,S39,S67,14464,1458
2,S39,S68,17461,1808
2,S39,S69,18343,1901
2,S39,S70,17436,1964
2,S39,S71,13955,1433
2,S39,S72,15493,1722
2,S39,S73,16895,1716
2,S39,S74,13295,1367
2,S39,S75,18376,2100
2,S39,S76,17255,1952
2,S39,S77,17502,1779
2,S39,S78,11386,1135
2,S39,S79,15132,1682
2,S39,S80,16002,1921
2,S39,S81,16510,1821
2,S39,S82,15284,1771
2,S39,S83,15486,1805
2,S39,S84,10005,1126
2,S39,S85,13364,1496
2,S39,S86,13345,1759
2,S39,S87,15231,1771
2,S39,S88,13133,1504
2,S39,S89,11234,1310
2,S39,S90,9524,1172
2,S39,S91,3846,459
2,S39,S92,7229,895
2,S39,S93,7557,1044
2,S39,S94,7505,1029
2,S39,S95,7570,913
2,S39,S96,9346,1172
2,S39,S97,6001,730
2,S39,S98,6840,755
2,S39,S99,5934,690
2,S39,S100,7969,1075
2,S39,S101,8589,1064
2,S39,S102,7220,902
2,S39,S103,10610,1465
2,S39,S104,12242,1348
2,S39,S105,16601,2344
2,S39,S106,15522,2171
2,S39,S107,14557,2026
2,S39,S108,15383,2128
2,S39,S109,13294,1759
2,S39,S110,12796,1710
2,S39,S111,13430,1819
2,S39,S112,10549,1321
2,S39,S113,12768,1498
2,S39,S114,11290,1506
2,S39,S115,10800,1523
2,S39,S116,11162,1409
2,S40,S92,14102,1992
2,S40,S93,14430,2141
2,S40,S94,12814,1866
2,S40,S95,12879,1791
2,S40,S96,14655,2019
2,S40,S97,11484,1620
2,S40,S98,13945,1762
2,S40,S99,13039,1680
2,S40,S100,13278,1931
2,S40,S101,13898,1941
2,S40,S102,12529,1740
2,S40,S103,15053,2079
2,S40,S104,17862,1828
2,S40,S105,21022,3072
2,S40,S106,19943,2793
2,S40,S107,18978,2676
2,S40,S108,19804,2869
2,S40,S109,17715,2490
2,S40,S110,17217,2463
2,S40,S111,17851,2460
2,S40,S112,14970,2067
2,S40,S113,18757,1922
2,S40,S114,15733,2211
2,S40,S115,15243,2211
2,S40,S116,15583,2155
2,S40,S117,12870,1824
2,S40,S118,10081,1559
2,S40,S119,11021,1565
2,S40,S120,11813,1634
2,S40,S121,11668,1691
2,S40,S122,12332,1759
2,S41,W01320203,4093,600
2,S41,S1,49723,3177
2,S41,S2,22543,2171
2,S41,S3,22543,2171
2,S41,S4,26861,2113
2,S41,S5,30245,2238
2,S41,S6,2733,486
2,S41,S7,27330,2063
2,S41,S8,27535,1935
2,S41,S9,27800,1989
2,S41,S10,26569,1939
2,S41,S11,6966,913
2,S41,S12,12006,1642
2,S41,S13,11723,1562
2,S41,S14,10628,1511
2,S41,S15,11847,1432
2,S41,S16,12088,1486
2,S41,S17,22401,2279
2,S41,S18,21380,2131
2,S41,S19,24068,2612
2,S41,S20,7469,977
2,S41,S21,22026,2322
2,S41,S22,12110,1600
2,S41,S23,13208,1682
2,S41,S24,16429,1726
2,S41,S25,9128,1008
2,S41,S26,9350,1082
2,S41,S27,10290,1109
2,S41,S28,10121,1101
2,S41,S29,9822,1047
2,S41,S30,10555,1317
2,S41,S31,10082,1111
2,S41,S32,8733,974
2,S41,S33,9253,974
2,S41,S34,9117,1010
2,S41,S35,9573,1073
2,S41,S36,5959,790
2,S41,S37,6170,849
2,S41,S38,10952,1282
2,S41,S39,5147,662
2,S41,S40,9063,1456
2,S41,S42,14791,1806
2,S41,S43,3167,620
2,S41,S44,4564,819
2,S41,S45,1071,229
2,S41,S46,5642,805
2,S41,S47,5204,842
2,S41,S48,6158,856
2,S41,S49,8599,1226
2,S41,S50,11051,1452
2,S41,S51,8270,1166
2,S41,S52,3340,499
2,S41,S53,16244,1808
2,S41,S54,20029,2141
2,S41,S55,17855,1968
2,S41,S56,18246,1947
2,S41,S57,18486,2024
2,S41,S58,18520,2095
2,S41,S59,22440,2393
2,S41,S60,10187,1056
2,S41,S61,12280,1359
2,S41,S62,13085,1407
2,S41,S63,20033,2142
2,S41,S64,22574,2475
2,S41,S65,11359,1404
2,S41,S66,12754,1424
2,S42,S41,16666,1975
2,S42,S43,13585,1634
2,S42,S44,17575,2102
2,S42,S45,20488,1696
2,S42,S46,15547,1757
2,S42,S47,15109,1755
2,S42,S48,11113,1421
2,S42,S49,28936,2097
2,S42,S50,27310,2016
2,S42,S51,28607,2030
2,S42,S52,16307,1771
2,S42,S53,4460,660
2,S42,S54,8140,1046
2,S42,S55,5911,837
2,S42,S56,6302,877
2,S42,S57,6542,897
2,S42,S58,6576,971
2,S42,S59,10552,1352
2,S42,S60,6006,798
2,S42,S61,6756,800
2,S42,S62,6612,816
2,S42,S63,8249,1039
2,S42,S64,10680,1366
2,S42,S65,12012,1449
2,S42,S66,6281,784
2,S42,S67,5031,675
2,S42,S68,2590,527
2,S42,S69,4554,677
2,S42,S70,2163,436
2,S42,S71,8953,984
2,S42,S72,2565,367
2,S42,S73,3747,613
2,S42,S74,7456,869
2,S42,S75,2171,496
2,S42,S76,2775,577
2,S42,S77,3986,642
2,S42,S78,5778,715
2,S42,S79,23210,1658
2,S42,S80,19044,2084
2,S42,S81,18593,2082
2,S42,S82,23362,1616
2,S42,S83,23564,1680
2,S42,S84,15162,1795
2,S42,S85,21442,1445
2,S42,S86,24277,1802
2,S42,S87,23309,1644
2,S42,S88,21211,1426
2,S42,S89,21940,1490
2,S42,S90,17039,1861
2,S42,S91,22005,1375
2,S42,S92,25999,1884
2,S42,S93,26327,2030
2,S42,S94,24711,1796
2,S42,S95,24776,1721
2,S42,S96,26552,1941
2,S42,S97,23236,1500
2,S42,S98,26494,1901
2,S42,S99,19258,2127
2,S42,S100,25175,1863
2,S42,S101,25795,1829
2,S42,S102,24426,1637
2,S42,S103,27556,2026
2,S42,S104,26954,1838
2,S42,S105,33260,2804
2,S42,S106,33441,2687
2,S42,S107,32476,2569
2,S42,S108,33302,2600
2,S42,S109,30662,2241
2,S42,S110,30277,2459
2,S42,S111,31171,2407
2,S42,S112,27271,1889
2,S42,S113,27849,1832
2,S42,S114,29053,2121
2,S42,S115,28563,2049
2,S42,S116,28653,2152
2,S42,S117,25673,1893
2,S42,S118,23082,1689
2,S42,S119,17635,1910
2,S42,S120,18427,2055
2,S42,S121,24471,1715
2,S42,S122,25135,1818
2,S43,W01320203,4913,754
2,S43,S1,48669,3169
2,S43,S2,17537,2290
2,S43,S3,17537,2348
2,S43,S4,25807,2077
2,S43,S5,29191,2206
2,S43,S6,6093,1027
2,S43,S7,26276,2015
2,S43,S8,26481,1904
2,S43,S9,26746,1997
2,S43,S10,25515,1870
2,S43,S11,6436,986
2,S43,S12,11918,1752
2,S43,S13,11635,1649
2,S43,S14,11078,1438
2,S43,S15,9709,1361
2,S43,S16,10340,1450
2,S43,S17,20577,2334
2,S43,S18,19536,2207
2,S43,S19,22224,2603
2,S43,S20,6939,1055
2,S43,S21,20182,2249
2,S43,S22,12344,1602
2,S43,S23,11364,1753
2,S43,S24,14585,1763
2,S43,S25,8074,971
2,S43,S26,8410,1084
2,S43,S27,8446,1093
2,S43,S28,8277,1120
2,S43,S29,7978,1073
2,S43,S30,8711,1306
2,S43,S31,9028,1023
2,S43,S32,7679,966
2,S43,S33,8199,965
2,S43,S34,8063,1031
2,S43,S35,7729,1022
2,S43,S36,4905,772
2,S43,S37,5116,787
2,S43,S38,9108,1263
2,S43,S39,8507,1199
2,S43,S40,8009,1412
2,S43,S41,5616,947
2,S43,S42,13737,1759
2,S43,S44,7924,1346
2,S43,S45,5162,844
2,S43,S46,7993,1293
2,S43,S47,8564,1376
2,S43,S48,5104,821
2,S43,S49,9419,1376
2,S43,S50,11871,1602
2,S43,S51,9090,1329
2,S43,S52,4160,642
2,S43,S53,14400,1793
2,S43,S54,18240,2172
2,S43,S55,16011,1903
2,S43,S56,16402,1944
2,S43,S57,16642,1962
2,S43,S58,16676,2029
2,S43,S59,20652,2499
2,S43,S60,9133,1051
2,S43,S61,10436,1342
2,S43,S62,11241,1441
2,S43,S63,18189,2133
2,S43,S64,20730,2460
2,S43,S65,9515,1317
2,S43,S66,10910,1372
2,S43,S67,10666,1339
2,S43,S68,19059,1846
2,S43,S69,19941,1915
2,S43,S70,14131,1732
2,S43,S71,9957,1238
2,S43,S72,13147,1606
2,S43,S73,12897,1622
2,S43,S74,9297,1227
2,S43,S75,14783,1987
2,S43,S76,13950,1740
2,S43,S77,13504,1644
2,S43,S78,8178,1008
2,S43,S79,11134,1620
2,S43,S80,12004,1701
2,S43,S81,12356,1710
2,S43,S82,11286,1552
2,S43,S83,11488,1584
2,S43,S84,3863,762
2,S43,S85,9366,1410
2,S43,S86,10120,1408
2,S43,S87,11233,1617
2,S43,S88,9135,1425
2,S43,S89,7236,1175
2,S43,S90,6016,904
2,S43,S91,5723,959
2,S43,S92,10315,1555
2,S43,S93,10643,1678
2,S43,S94,9185,1395
2,S43,S95,8170,1211
2,S43,S96,8412,1159
2,S43,S97,6189,1013
2,S43,S98,10810,1525
2,S43,S99,10362,1454
2,S43,S100,9649,1510
2,S43,S101,8637,1322
2,S43,S102,8900,1362
2,S43,S103,8548,1200
2,S43,S104,9114,1422
2,S43,S105,14517,2068
2,S43,S106,13438,1896
2,S43,S107,12473,1906
2,S43,S108,13299,1882
2,S43,S109,11210,1524
2,S43,S110,10712,1692
2,S43,S111,11346,1660
2,S43,S112,8465,1199
2,S43,S113,11178,1375
2,S43,S114,9228,1421
2,S43,S115,8738,1253
2,S43,S116,9078,1290
2,S43,S117,6365,991
2,S43,S118,5250,916
2,S43,S119,4516,693
2,S43,S120,5308,766
2,S43,S121,5163,817
2,S43,S122,5827,881
2,S44,W01320203,6386,1054
2,S44,S1,52021,3504
2,S44,S2,22408,2603
2,S44,S3,22408,2603
2,S44,S4,29159,2427
2,S44,S5,32543,2491
2,S44,S6,3627,661
2,S44,S7,29628,2374
2,S44,S8,29833,2198
2,S44,S9,30098,2345
2,S44,S10,28867,2222
2,S44,S11,9259,1380
2,S44,S12,14299,2189
2,S44,S13,14016,2002
2,S44,S14,12921,1878
2,S44,S15,14140,1902
2,S44,S16,14381,1961
2,S44,S17,32024,2399
2,S44,S18,30983,2276
2,S44,S19,33671,2667
2,S44,S20,9762,1439
2,S44,S21,32057,2340
2,S44,S22,14403,2041
2,S44,S23,15411,2202
2,S44,S24,20182,2411
2,S44,S25,12291,1449
2,S44,S26,11845,1424
2,S44,S27,14043,1719
2,S44,S28,13874,1709
2,S44,S29,13575,1704
2,S44,S30,14308,1937
2,S44,S31,13835,1762
2,S44,S32,13501,1668
2,S44,S33,13006,1641
2,S44,S34,12918,1549
2,S44,S35,13326,1694
2,S44,S36,8257,1115
2,S44,S37,8468,1157
2,S44,S38,14705,1889
2,S44,S39,5277,765
2,S44,S40,11053,1683
2,S44,S41,4549,891
2,S44,S42,17514,2122
2,S44,S43,6920,1237
2,S44,S45,4095,778
2,S44,S46,3805,776
2,S44,S47,4555,894
2,S44,S48,8456,1163
2,S44,S49,10892,1732
2,S44,S50,13344,1900
2,S44,S51,10563,1578
2,S44,S52,5633,941
2,S44,S53,19997,2439
2,S44,S54,23544,2881
2,S44,S55,21315,2669
2,S44,S56,21706,2633
2,S44,S57,21946,2652
2,S44,S58,21980,2802
2,S44,S59,34721,2547
2,S44,S60,14004,1597
2,S44,S61,16033,1981
2,S44,S62,16838,2080
2,S44,S63,23786,2858
2,S44,S64,26034,3165
2,S44,S65,15112,2017
2,S44,S66,16507,2044
2,S44,S67,16263,1962
2,S44,S68,19978,2393
2,S44,S69,20860,2426
2,S44,S70,18938,2381
2,S44,S71,15554,1917
2,S44,S72,17375,2165
2,S44,S73,18494,2196
2,S44,S74,14894,1810
2,S44,S75,20893,2584
2,S44,S76,18757,2371
2,S44,S77,19101,2326
2,S44,S78,12985,1653
2,S44,S79,15181,2079
2,S44,S80,16051,2193
2,S44,S81,16740,2202
2,S44,S82,15333,2111
2,S44,S83,15716,2100
2,S44,S84,9167,1490
2,S44,S85,13413,1847
2,S44,S86,12478,1911
2,S44,S87,15280,2090
2,S44,S88,13182,1841
2,S44,S89,11662,1727
2,S44,S90,8935,1308
2,S44,S91,3257,584
2,S44,S92,8204,1276
2,S44,S93,8532,1427
2,S44,S94,6916,1134
2,S44,S95,6981,1054
2,S44,S96,8757,1269
2,S44,S97,5586,871
2,S44,S98,7080,1034
2,S44,S99,6174,907
2,S44,S100,7380,1245
2,S44,S101,8000,1223
2,S44,S102,6631,1008
2,S44,S103,10021,1595
2,S44,S104,11653,1478
2,S44,S105,15990,2374
2,S44,S106,14911,2327
2,S44,S107,13946,2089
2,S44,S108,14772,2298
2,S44,S109,12683,1821
2,S44,S110,12185,2001
2,S44,S111,12819,1974
2,S44,S112,9938,1572
2,S44,S113,12179,1639
2,S44,S114,10701,1638
2,S44,S115,10211,1559
2,S44,S116,10551,1573
2,S44,S117,7849,1207
2,S44,S118,4183,861
2,S44,S119,5989,992
2,S44,S120,6781,1088
2,S44,S121,6647,1054
2,S44,S122,7311,1146
2,S45,W01320203,3235,467
2,S45,S1,50325,3232
2,S45,S2,23145,2220
2,S45,S3,20656,2275
2,S45,S4,27463,2080
2,S45,S5,30847,2215
2,S45,S6,1875,346
2,S45,S7,27932,2063
2,S45,S8,28137,1952
2,S45,S9,28402,1996
2,S45,S10,27171,1918
2,S45,S11,6108,765
2,S45,S12,11148,1559
2,S45,S13,10865,1539
2,S45,S14,9770,1304
2,S45,S15,10989,1312
2,S45,S16,11230,1358
2,S45,S17,21594,2158
2,S45,S18,20553,2108
2,S45,S19,23241,2407
2,S45,S20,6611,846
2,S45,S21,30361,2049
2,S45,S22,11252,1455
2,S45,S23,12260,1601
2,S45,S24,16738,1840
2,S45,S25,10539,1157
2,S45,S26,10093,1111
2,S45,S27,10599,1260
2,S45,S28,10430,1215
2,S45,S29,10131,1200
2,S23,S51,9360,994
2,S23,S52,11370,1016
2,S23,S53,16053,1702
2,S23,S54,16100,1615
2,S23,S55,14238,1499
2,S23,S56,14584,1472
2,S23,S57,15371,1589
2,S23,S58,16433,1716
2,S23,S59,16387,1692
2,S23,S60,14879,1585
2,S23,S61,14534,1562
2,S23,S62,13904,1493
2,S23,S63,13871,1437
2,S23,S64,17960,1908
2,S23,S65,8460,871
2,S23,S66,13336,1430
2,S23,S67,14477,1497
2,S23,S68,20880,2550
2,S23,S69,26666,2163
2,S23,S70,19150,2146
2,S23,S71,10933,1197
2,S23,S72,16958,1722
2,S23,S73,16332,1723
2,S23,S74,13373,1469
2,S23,S75,19802,2258
2,S23,S76,18969,2155
2,S23,S77,15579,1641
2,S23,S78,14339,1592
2,S23,S79,1492,216
2,S23,S80,2458,365
2,S23,S81,2159,289
2,S23,S82,1740,211
2,S23,S83,2590,350
2,S23,S84,8155,1110
2,S23,S85,3027,369
2,S23,S86,4595,586
2,S23,S87,1393,206
2,S23,S88,3752,493
2,S23,S89,5127,694
2,S23,S90,8200,991
2,S23,S91,13712,1522
2,S23,S92,23466,1902
2,S23,S93,23794,2041
2,S23,S94,16365,1859
2,S23,S95,15350,1674
2,S23,S96,15592,1625
2,S23,S97,13369,1493
2,S23,S98,17990,2068
2,S23,S99,23373,1873
2,S23,S100,16829,2017
2,S23,S101,15817,1826
2,S23,S102,16080,1827
2,S23,S103,15728,1664
2,S23,S104,17692,1961
2,S23,S105,19159,1445
2,S23,S106,18080,1249
2,S23,S107,16774,1459
2,S23,S108,16852,1433
2,S23,S109,12505,1300
2,S23,S110,17892,2179
2,S23,S111,17769,1550
2,S23,S112,15645,1751
2,S23,S113,19182,1354
2,S23,S114,16408,1900
2,S23,S115,15918,1831
2,S23,S116,16258,1853
2,S23,S117,13470,1343
2,S23,S118,13436,1485
2,S23,S119,10751,951
2,S23,S120,9729,836
2,S23,S121,12268,1247
2,S23,S122,12932,1267
2,S24,W01320203,17073,1841
2,S24,S1,28554,2818
2,S24,S2,5163,732
2,S24,S3,5163,712
2,S24,S4,13642,1548
2,S24,S5,12881,1373
2,S24,S104,21274,2357
2,S24,S105,25957,3225
2,S24,S106,24878,2929
2,S24,S107,23913,2931
2,S24,S108,24739,3041
2,S24,S109,22099,2656
2,S24,S110,22872,2614
2,S24,S111,23506,2598
2,S24,S112,20625,2380
2,S24,S113,23338,2563
2,S24,S114,21388,2512
2,S24,S115,20898,2287
2,S24,S116,21238,2465
2,S24,S117,18525,1975
2,S24,S118,17410,1940
2,S24,S119,16676,1723
2,S24,S120,17468,1799
2,S24,S121,17323,1929
2,S24,S122,17987,1981
2,S25,W01320203,11198,1233
2,S25,S1,42846,2919
2,S25,S2,11341,1496
2,S25,S3,11341,1539
2,S25,S4,17672,1836
2,S25,S5,19059,2105
2,S25,S6,10852,1134
2,S25,S7,20453,1817
2,S25,S8,20658,1648
2,S25,S9,20923,1739
2,S25,S10,18001,1888
2,S25,S11,11907,1394
2,S25,S12,16679,1974
2,S25,S13,16396,1949
2,S25,S14,15821,1780
2,S25,S15,13289,1539
2,S25,S16,13042,1517
2,S25,S17,17005,1516
2,S25,S18,15964,1412
2,S25,S19,18652,1801
2,S25,S20,12260,1435
2,S25,S21,15196,1539
2,S25,S22,17087,1850
2,S25,S23,14245,1693
2,S25,S24,9599,985
2,S25,S26,1989,285
2,S25,S27,3453,474
2,S25,S28,4409,545
2,S25,S29,4110,497
2,S25,S30,4843,732
2,S25,S31,2832,321
2,S25,S32,1483,206
2,S25,S33,1338,170
2,S25,S34,777,139
2,S25,S35,3861,486
2,S25,S36,6848,842
