,from,to,distance,time
2,S6,S43,7504,1168
2,S6,S44,6042,938
2,S6,S45,4679,722
2,S6,S46,4014,605
2,S6,S47,3576,607
2,S6,S48,5934,766
2,S6,S49,11476,1675
2,S6,S50,13928,1914
2,S6,S51,11147,1573
2,S6,S52,6217,883
2,S6,S53,18393,2021
2,S6,S54,26845,2323
2,S6,S55,20372,2261
2,S6,S56,20763,2397
2,S6,S57,25247,2193
2,S6,S58,21037,2469
2,S6,S59,32199,2163
2,S6,S60,11482,1213
2,S6,S61,14429,1566
2,S6,S62,15234,1665
2,S6,S63,22182,2447
2,S6,S64,25141,2772
2,S6,S65,13508,1541
2,S6,S66,14903,1593
2,S6,S67,14459,1595
2,S6,S68,17456,1925
2,S6,S69,18338,1962
2,S6,S70,17431,2054
2,S6,S71,13950,1456
2,S6,S72,15488,1702
2,S6,S73,16890,1799
2,S6,S74,13290,1409
2,S6,S75,18371,2065
2,S6,S76,17250,1983
2,S6,S77,17497,1911
2,S6,S78,11478,1237
2,S6,S79,15127,1763
2,S6,S80,15997,1997
2,S6,S81,16505,1982
2,S6,S82,15279,1857
2,S6,S83,15481,1882
2,S6,S84,10000,1215
2,S6,S85,13359,1576
2,S6,S86,13340,1763
2,S6,S87,15226,1846
2,S6,S88,13128,1566
2,S6,S89,11229,1380
2,S6,S90,9519,1282
2,S6,S91,3841,520
2,S6,S92,8788,1248
2,S6,S93,9116,1286
2,S6,S94,7500,1070
2,S6,S95,7565,990
2,S6,S96,9341,1263
2,S6,S97,6170,833
2,S6,S98,8631,961
2,S6,S99,7725,904
2,S6,S100,7964,1169
2,S6,S101,8584,1166
2,S6,S102,7215,943
2,S6,S103,10627,1410
2,S6,S104,12237,1378
2,S6,S105,16596,2407
2,S6,S106,15517,2233
2,S6,S107,14552,2117
2,S6,S108,15378,2095
2,S6,S109,13289,1848
2,S6,S110,12791,1805
2,S6,S111,13425,1897
2,S6,S112,10544,1397
2,S6,S113,12763,1754
2,S6,S114,11307,1643
2,S6,S115,10795,1503
2,S6,S116,11145,1623
2,S6,S117,8433,1162
2,S6,S118,4767,792
2,S6,S119,6573,956
2,S6,S120,7365,1007
2,S6,S121,7231,1026
2,S6,S122,7895,1089
2,S7,W01320203,28866,2110
2,S7,S1,24773,2250
2,S7,S2,10281,1218
2,S7,S3,10281,1187
2,S7,S4,3830,730
2,S7,S5,7214,887
2,S7,S6,26983,1902
2,S7,S8,4504,574
2,S7,S9,1665,353
2,S7,S10,3538,585
2,S7,S11,29435,2259
2,S7,S12,33030,2420
2,S7,S13,32747,2354
2,S7,S14,32190,2163
2,S7,S15,29437,1886
2,S7,S16,29371,1867
2,S7,S17,26783,1736
2,S7,S18,25742,1616
2,S7,S19,28430,2009
2,S7,S20,31555,2130
2,S7,S21,26816,1694
2,S7,S22,33456,2270
2,S7,S23,30395,2138
2,S7,S24,14433,1806
2,S7,S25,18243,1619
2,S7,S26,17797,1552
2,S7,S27,18422,1648
2,S7,S28,19750,1794
2,S7,S29,19451,1745
2,S7,S30,20184,2015
2,S7,S31,17696,1569
2,S7,S32,17762,1560
2,S7,S33,17708,1536
2,S7,S34,17859,1552
2,S7,S35,21829,1910
2,S7,S36,22153,1438
2,S7,S37,22354,1483
2,S7,S38,19084,1829
2,S7,S39,26281,1725
2,S7,S40,24491,1981
2,S7,S41,27895,2130
2,S7,S42,12674,1136
2,S7,S43,25391,1878
2,S8,S19,31901,2131
2,S8,S20,35169,2232
2,S8,S21,30430,1812
2,S8,S22,37070,2396
2,S8,S23,34009,2254
2,S8,S24,18047,1944
2,S8,S25,21857,1756
2,S8,S26,21411,1689
2,S8,S27,22036,1769
2,S8,S28,24790,1925
2,S8,S29,23065,1918
2,S8,S30,23798,2151
2,S8,S31,21310,1661
2,S8,S32,21376,1696
2,S8,S33,21322,1638
2,S8,S34,21473,1674
2,S8,S35,25443,2031
2,S8,S36,25767,1574
2,S8,S37,25968,1635
2,S8,S38,22698,2001
2,S8,S39,29895,1825
2,S8,S40,28105,2107
2,S8,S41,31519,2256
2,S8,S42,16288,1251
2,S8,S43,29015,1978
2,S8,S44,32418,2353
2,S8,S45,31055,2156
2,S8,S46,30400,1988
2,S8,S47,29952,2034
2,S8,S48,25956,1622
2,S8,S49,39505,2557
2,S8,S50,37879,2503
2,S8,S51,39176,2468
2,S8,S52,31727,2127
2,S8,S53,20015,1735
2,S8,S54,19574,1826
2,S8,S55,20604,1912
2,S8,S56,20290,1917
2,S8,S57,19858,1891
2,S8,S58,19707,1987
2,S8,S59,21986,2170
2,S8,S60,20536,1545
2,S8,S61,22997,1723
2,S8,S62,22367,1687
2,S8,S63,21974,2189
2,S8,S64,22114,2202
2,S8,S65,29198,1733
2,S8,S66,22036,1655
2,S8,S67,20427,1697
2,S8,S68,14183,1457
2,S8,S69,14484,1377
2,S8,S70,15255,1623
2,S8,S71,23017,1708
2,S8,S72,18120,1469
2,S8,S73,19712,1711
2,S8,S74,23352,1778
2,S8,S75,15263,1690
2,S8,S76,16064,1793
2,S8,S77,19541,1694
2,S8,S78,20875,1635
2,S8,S79,33779,2117
2,S8,S80,34649,2274
2,S8,S81,35001,2290
2,S8,S82,33931,2133
2,S8,S83,34133,2142
2,S8,S84,30032,2056
2,S8,S85,32011,1901
2,S8,S86,34846,2232
2,S8,S87,33878,2101
2,S8,S88,31780,1923
2,S8,S89,32509,1981
2,S8,S90,35576,2303
2,S8,S91,32582,1845
2,S8,S92,36576,2374
2,S8,S93,36904,2478
2,S8,S94,35288,2243
2,S8,S95,35353,2171
2,S8,S96,37129,2342
2,S8,S97,33813,1979
2,S8,S98,35017,2341
2,S8,S99,36483,2283
2,S8,S100,35752,2306
2,S8,S101,36372,2282
2,S8,S102,35003,2119
2,S8,S103,38133,2441
2,S8,S104,37531,2274
2,S8,S105,43837,3359
2,S8,S106,42758,3213
2,S8,S107,43014,3148
2,S8,S108,43879,3047
2,S8,S109,41239,2689
2,S8,S110,40854,2923
2,S8,S111,41748,2879
2,S8,S112,37848,2351
2,S8,S113,38426,2256
2,S8,S114,39630,2620
2,S8,S115,39140,2505
2,S9,S91,30744,1785
2,S9,S92,34738,2261
2,S9,S93,35066,2414
2,S9,S94,33450,2164
2,S9,S95,33515,2093
2,S9,S96,35291,2291
2,S9,S97,31975,1919
2,S9,S98,33179,2294
2,S9,S99,34645,2260
2,S9,S100,33914,2229
2,S9,S101,34534,2202
2,S9,S102,33165,2047
2,S9,S103,36295,2420
2,S9,S104,35693,2216
2,S9,S105,41999,3166
2,S9,S106,40920,2994
2,S9,S107,41215,2880
2,S9,S108,42041,3066
2,S9,S109,39401,2691
2,S9,S110,39016,2835
2,S9,S111,39910,2755
2,S9,S112,36010,2299
2,S9,S113,36588,2197
2,S9,S114,37792,2547
2,S9,S115,37302,2433
2,S9,S116,37392,2545
2,S9,S117,34412,2279
2,S9,S118,31821,2078
2,S9,S119,30255,2160
2,S9,S120,34969,2064
2,S9,S121,33210,2152
2,S9,S122,33874,2164
2,S10,W01320203,29428,2118
2,S10,S1,22385,1855
2,S10,S2,9596,1021
2,S10,S3,9596,1000
2,S10,S4,2706,443
2,S10,S5,3464,331
2,S10,S6,27535,1855
2,S10,S7,4851,689
2,S10,S8,5056,548
2,S10,S9,5321,618
2,S10,S11,32454,2129
2,S10,S12,33582,2367
2,S10,S13,33299,2345
2,S10,S14,32742,2150
2,S10,S15,29989,1895
2,S10,S16,29923,1877
2,S10,S17,27335,1714
2,S10,S18,26294,1600
2,S10,S19,28982,1983
2,S10,S20,32107,2127
2,S10,S21,27368,1681
2,S10,S22,34008,2249
2,S10,S23,30947,2117
2,S10,S24,13748,1609
2,S10,S25,17640,1722
2,S10,S26,17194,1665
2,S10,S27,17819,1791
2,S10,S28,21728,1777
2,S10,S29,20003,1745
2,S10,S30,19581,2110
2,S10,S31,17093,1739
2,S10,S32,17159,1672
2,S10,S33,17105,1708
2,S10,S34,17256,1760
2,S10,S35,22381,1837
2,S10,S36,22705,1392
2,S10,S37,22916,1454
2,S10,S38,18481,1962
2,S10,S39,26833,1660
2,S10,S40,25043,1935
2,S10,S41,28447,2090
2,S10,S42,13226,1143
2,S10,S43,25953,1813
2,S10,S44,29356,2197
2,S10,S45,27993,1945
2,S10,S46,27338,1831
2,S10,S47,26890,1862
2,S10,S48,22894,1484
2,S10,S49,36443,2423
2,S10,S50,34817,2364
2,S10,S51,36114,2329
2,S10,S52,28675,1949
2,S10,S53,16953,1616
2,S10,S54,14531,1557
2,S10,S55,15561,1641
2,S10,S56,15247,1727
2,S10,S57,15559,1620
2,S10,S58,15408,1645
2,S10,S59,16943,1862
2,S10,S60,16319,1567
2,S10,S61,19935,1607
2,S10,S62,19305,1538
2,S10,S63,16952,1887
2,S10,S64,17815,1886
2,S10,S65,26136,1624
2,S11,S41,7455,1008
2,S11,S42,17109,1975
2,S11,S43,7046,1104
2,S11,S44,9763,1384
2,S11,S45,7001,861
2,S11,S46,9832,1320
2,S11,S47,10403,1356
2,S11,S48,9109,1201
2,S11,S49,6199,830
2,S11,S50,8534,990
2,S11,S51,5232,810
2,S11,S52,4048,447
2,S11,S53,15140,1782
2,S11,S54,17084,1953
2,S11,S55,14855,1714
2,S11,S56,15246,1750
2,S11,S57,15486,1715
2,S11,S58,15520,1785
2,S11,S59,21233,1769
2,S11,S60,12510,1450
2,S11,S61,12165,1402
2,S11,S62,11535,1333
2,S11,S63,17193,1992
2,S11,S64,19574,2272
2,S11,S65,7991,958
2,S11,S66,11204,1236
2,S11,S67,12108,1383
2,S11,S68,19098,2481
2,S11,S69,21291,2367
2,S11,S70,17368,2082
2,S11,S71,8801,1008
2,S11,S72,14589,1618
2,S11,S73,14339,1634
2,S11,S74,11004,1245
2,S11,S75,18020,2259
2,S11,S76,17187,2139
2,S11,S77,13965,1612
2,S11,S78,11970,1442
2,S11,S79,7335,909
2,S11,S80,8108,1085
2,S11,S81,8460,1093
2,S11,S82,7390,937
2,S11,S83,7483,1015
2,S11,S84,3867,597
2,S11,S85,5567,748
2,S11,S86,4042,576
2,S11,S87,7337,937
2,S11,S88,5336,754
2,S11,S89,4848,595
2,S11,S90,1875,233
2,S11,S91,7562,1016
2,S11,S92,11652,1523
2,S11,S93,11980,1628
2,S11,S94,9499,1457
2,S11,S95,8484,1351
2,S11,S96,8726,1334
2,S11,S97,7526,937
2,S11,S98,12147,1526
2,S11,S99,11594,1467
2,S11,S100,10986,1429
2,S11,S101,9974,1217
2,S11,S102,9214,1325
2,S11,S103,9885,1165
2,S11,S104,10451,1344
2,S11,S105,11752,1633
2,S11,S106,10673,1520
2,S11,S107,9708,1363
2,S11,S108,9896,1502
2,S11,S109,7894,1109
2,S11,S110,12049,1624
2,S11,S111,9033,1358
2,S11,S112,9802,1238
2,S11,S113,12515,1459
2,S11,S114,10565,1267
2,S11,S115,10075,1190
2,S11,S116,10415,1296
2,S11,S117,6604,942
2,S11,S118,7089,934
2,S11,S119,3916,421
2,S11,S120,3304,354
2,S11,S121,5402,836
2,S11,S122,6066,847
2,S12,W01320203,8639,1074
2,S12,S1,47177,3318
2,S12,S2,24795,2895
2,S12,S3,24795,2806
2,S12,S4,35344,2650
2,S12,S5,38728,2772
2,S12,S6,13004,1692
2,S12,S7,35813,2668
2,S12,S8,36018,2474
2,S12,S9,35920,2603
2,S12,S10,35052,2540
2,S12,S11,6024,718
2,S12,S13,284,52
2,S12,S14,3358,422
2,S12,S15,3884,507
2,S12,S113,18912,1732
2,S12,S114,14158,1872
2,S12,S115,13668,1919
2,S12,S116,14018,1961
2,S12,S117,11220,1460
2,S12,S118,11186,1594
2,S12,S119,8501,1089
2,S12,S120,7479,947
2,S12,S121,10018,1377
2,S12,S122,10682,1441
2,S13,W01320203,8356,1067
2,S13,S1,46894,3324
2,S13,S2,26661,2964
2,S13,S3,26888,2940
2,S13,S4,35061,2659
2,S13,S5,38445,2778
2,S13,S6,12721,1676
2,S13,S7,35167,2636
2,S13,S8,35735,2423
2,S13,S9,36000,2576
2,S13,S10,34406,2473
2,S13,S11,5741,676
2,S13,S12,284,47
2,S13,S14,3075,384
2,S13,S15,3828,446
2,S13,S16,3842,499
2,S13,S17,11859,1422
2,S13,S18,10818,1296
2,S13,S19,13506,1619
2,S13,S20,5432,653
2,S13,S21,14273,1685
2,S13,S22,5296,612
2,S13,S23,3058,423
2,S13,S24,20228,2160
2,S13,S25,16700,1986
2,S13,S26,17090,2018
2,S13,S27,15036,1655
2,S13,S28,14667,1649
2,S13,S29,14731,1559
2,S13,S30,15101,1924
2,S13,S31,17008,2003
2,S13,S32,16840,1784
2,S13,S33,16825,1926
2,S13,S34,16689,1970
2,S13,S35,12998,1426
2,S13,S36,14000,1692
2,S13,S37,14211,1822
2,S13,S38,15905,1896
2,S13,S39,15135,1832
2,S13,S40,17104,2344
2,S13,S41,11835,1702
2,S13,S42,27743,2214
2,S13,S43,12264,1806
2,S13,S44,14552,1990
2,S13,S45,11790,1522
2,S13,S46,14621,2009
2,S13,S47,15192,2055
2,S13,S48,14199,1828
2,S13,S49,9487,1058
2,S13,S50,5668,680
2,S13,S51,9158,986
2,S13,S52,8837,1030
2,S13,S53,20865,2316
2,S13,S54,19098,2023
2,S13,S55,19050,2108
2,S13,S56,17582,1944
2,S13,S57,18369,1991
2,S13,S58,21018,2421
2,S13,S59,20375,2054
2,S13,S60,17393,1852
2,S13,S61,16826,1948
2,S13,S62,16418,1688
2,S13,S63,16869,1842
2,S13,S64,24374,2078
2,S13,S65,11211,1130
2,S13,S66,16087,1719
2,S13,S67,16991,1760
2,S13,S68,27935,2416
2,S13,S69,29180,2421
2,S13,S70,22251,2581
2,S13,S71,13684,1424
2,S13,S72,19472,1985
2,S13,S73,19429,2146
2,S13,S74,15887,1733
2,S13,S75,23110,2932
2,S13,S76,22277,2700
2,S13,S77,18577,2006
2,S13,S78,17167,1869
2,S13,S79,5036,603
2,S13,S80,5679,807
2,S13,S81,5417,722
2,S13,S82,5188,614
2,S13,S83,5236,749
2,S13,S84,9085,1255
2,S13,S85,5778,641
2,S13,S86,3430,398
2,S13,S87,4391,605
2,S14,S63,17876,1978
2,S14,S64,23567,1970
2,S14,S65,10404,1083
2,S14,S66,15280,1543
2,S14,S67,16184,1632
2,S14,S68,27365,2289
2,S14,S69,28373,2269
2,S14,S70,21444,2479
2,S14,S71,12877,1322
2,S14,S72,18665,1949
2,S14,S73,18622,2025
2,S14,S74,15080,1545
2,S14,S75,22303,2789
2,S14,S76,21470,2490
2,S14,S77,18041,1979
2,S14,S78,16360,1698
2,S14,S79,4229,488
2,S14,S80,5099,660
2,S14,S81,5451,641
2,S14,S82,4381,482
2,S14,S83,4656,609
2,S14,S84,8515,1205
2,S14,S85,4971,540
2,S14,S86,2335,312
2,S14,S87,4328,482
2,S14,S88,5696,664
2,S14,S89,6411,825
2,S14,S90,6417,751
2,S14,S91,10084,1422
2,S14,S92,13867,1966
2,S14,S93,14195,2106
2,S14,S94,12737,1801
2,S14,S95,11722,1624
2,S14,S96,11964,1706
2,S14,S97,9741,1451
2,S14,S98,14362,2029
2,S14,S99,13809,1904
2,S14,S100,15645,2189
2,S14,S101,12189,1800
2,S14,S102,12452,1786
2,S14,S103,12100,1594
2,S14,S104,13195,1653
2,S14,S105,11824,1560
2,S14,S106,11547,1539
2,S14,S107,10700,1431
2,S14,S108,10597,1322
2,S14,S109,8640,922
2,S14,S110,14264,1987
2,S14,S111,11402,1436
2,S14,S112,13763,1631
2,S14,S113,14966,1384
2,S14,S114,14764,1944
2,S14,S115,14274,1875
2,S14,S116,12630,1812
2,S14,S117,9842,1343
2,S14,S118,9808,1432
2,S14,S119,7123,899
2,S14,S120,6101,758
2,S14,S121,8640,1129
2,S14,S122,9304,1220
2,S15,W01320203,8455,1066
2,S15,S1,43186,2879
2,S15,S2,23180,2608
2,S15,S3,23180,2558
2,S15,S4,31353,2240
2,S15,S5,34737,2306
2,S15,S6,12820,1699
2,S15,S7,31822,2178
2,S15,S8,32027,1986
2,S15,S9,32292,2095
2,S15,S10,31061,2020
2,S15,S11,6303,738
2,S15,S12,3859,556
2,S15,S13,3576,493
2,S15,S14,3022,304
2,S15,S16,361,45
2,S15,S17,9965,1192
2,S15,S18,8924,1065
2,S15,S19,11612,1441
2,S15,S20,5994,694
2,S15,S21,10565,1202
2,S15,S22,4288,419
2,S15,S23,1558,257
2,S15,S24,17409,1947
2,S15,S25,13562,1651
2,S15,S26,13683,1696
2,S15,S27,11328,1175
2,S15,S28,11529,1335
2,S15,S29,11023,1207
2,S15,S30,11963,1524
2,S15,S31,13300,1514
2,S15,S32,13167,1519
2,S15,S33,13687,1519
2,S15,S34,13551,1650
2,S15,S35,9290,957
2,S15,S36,10292,1301
2,S15,S37,10503,1335
2,S16,S110,15866,2279
2,S16,S111,13775,1690
2,S16,S112,13575,1755
2,S16,S113,17339,1698
2,S16,S114,14338,2036
2,S16,S115,13848,1811
2,S16,S116,14198,1844
2,S16,S117,11318,1398
2,S16,S118,11922,1562
2,S16,S119,8725,1056
2,S16,S120,7577,886
2,S16,S121,10242,1271
2,S16,S122,10780,1318
2,S17,W01320203,20406,1545
2,S17,S1,38784,2641
2,S17,S2,16544,1968
2,S17,S3,16544,1866
2,S17,S4,26865,1929
2,S17,S5,30249,2027
2,S17,S6,24771,2139
2,S17,S7,27334,1880
2,S17,S8,27539,1747
2,S17,S9,27804,1838
2,S17,S10,26573,1756
2,S17,S11,17917,1539
2,S17,S12,12453,1489
2,S17,S13,12203,1502
2,S17,S14,13210,1481
2,S17,S15,10308,1135
2,S17,S16,10242,1109
2,S17,S18,2288,319
2,S17,S19,1017,206
2,S17,S20,17646,1536
2,S17,S21,3929,515
2,S17,S22,14476,1527
2,S17,S23,9205,1013
2,S17,S24,11698,1266
2,S17,S25,17357,1818
2,S17,S26,18275,1905
2,S17,S27,14047,1542
2,S17,S28,14468,1571
2,S17,S29,15025,1475
2,S17,S30,15758,1708
2,S17,S31,14985,1699
2,S17,S32,15851,1757
2,S17,S33,17482,1758
2,S17,S34,17346,1801
2,S17,S35,13292,1268
2,S17,S36,25444,1654
2,S17,S37,25665,1705
2,S17,S38,15992,1665
2,S17,S39,29592,1931
2,S17,S40,27792,2193
2,S17,S41,24294,2119
2,S17,S42,13224,1513
2,S17,S43,21945,2091
2,S17,S44,26602,2509
2,S17,S45,23840,1985
2,S17,S46,30087,2078
2,S17,S47,29639,2071
2,S17,S48,25643,1702
2,S17,S49,21944,1820
2,S17,S50,15285,1694
2,S17,S51,21615,1761
2,S17,S52,20887,1553
2,S17,S53,10521,1102
2,S17,S54,10568,1110
2,S17,S55,8706,907
2,S17,S56,9052,959
2,S17,S57,9839,1071
2,S17,S58,10901,1208
2,S17,S59,10837,1034
2,S17,S60,17687,1752
2,S17,S61,12675,1447
2,S17,S62,12045,1370
2,S17,S63,8339,893
2,S17,S64,12716,1251
2,S17,S65,11505,1072
2,S17,S66,11714,1300
2,S17,S67,12618,1438
2,S17,S68,20102,1700
2,S17,S69,20984,1716
2,S17,S70,13618,1616
2,S17,S71,12695,1375
2,S17,S72,11795,1316
2,S17,S73,10800,1212
2,S17,S74,13030,1463
2,S17,S75,14270,1747
2,S17,S76,13437,1561
2,S17,S77,10047,1078
2,S17,S78,17147,1697
2,S17,S79,9253,1012
2,S17,S80,9456,1006
2,S17,S81,9005,927
2,S17,S82,9350,963
2,S17,S83,9588,1004
2,S17,S84,17976,1684
2,S18,S60,15788,1472
2,S18,S61,15098,1361
2,S18,S62,14468,1324
2,S18,S63,10675,1013
2,S18,S64,14764,1453
2,S18,S65,9261,734
2,S18,S66,14137,1292
2,S18,S67,15041,1353
2,S18,S68,22438,1768
2,S18,S69,23320,1799
2,S18,S70,15954,1686
2,S18,S71,11734,1021
2,S18,S72,14131,1389
2,S18,S73,13136,1273
2,S18,S74,13937,1263
2,S18,S75,16606,1867
2,S18,S76,15773,1674
2,S18,S77,12383,1185
2,S18,S78,14903,1423
2,S18,S79,7009,635
2,S18,S80,7212,697
2,S18,S81,6761,643
2,S18,S82,7106,653
2,S18,S83,7344,694
2,S18,S84,15444,1482
2,S18,S85,9534,952
2,S18,S86,11102,1166
2,S18,S87,6910,665
2,S18,S88,10259,1082
2,S18,S89,12394,1097
2,S18,S90,15452,1382
2,S18,S91,20241,2172
2,S18,S92,32093,2362
2,S18,S93,32421,2505
2,S18,S94,22894,2431
2,S18,S95,21879,2251
2,S18,S96,24219,2247
2,S18,S97,21996,1893
2,S18,S98,32588,2335
2,S18,S99,32000,2349
2,S18,S100,23358,2532
2,S18,S101,24444,2219
2,S18,S102,24707,2320
2,S18,S103,24355,2132
2,S18,S104,24221,2502
2,S18,S105,25688,2113
2,S18,S106,24609,1852
2,S18,S107,23303,2050
2,S18,S108,23381,2109
2,S18,S109,19012,1860
2,S18,S110,26519,2649
2,S18,S111,24526,2214
2,S18,S112,22174,2232
2,S18,S113,25711,1898
2,S18,S114,22937,2559
2,S18,S115,22447,2304
2,S18,S116,24885,2193
2,S18,S117,19999,1929
2,S18,S118,21297,2283
2,S18,S119,19378,1428
2,S18,S120,18356,1325
2,S18,S121,20895,1673
2,S18,S122,21559,1735
2,S19,W01320203,20679,1646
2,S19,S1,39057,2742
2,S19,S2,16817,1989
2,S19,S3,16817,2023
2,S19,S4,27138,2022
2,S19,S5,30522,2197
2,S19,S6,25044,2319
2,S19,S7,27607,2031
2,S19,S8,27812,1846
2,S19,S9,28077,1936
2,S19,S10,26846,1883
2,S19,S11,18190,1661
2,S19,S12,13044,1637
2,S19,S13,12794,1627
2,S19,S14,13483,1614
2,S19,S15,10581,1334
2,S19,S16,10515,1251
2,S19,S17,812,201
2,S19,S18,2561,438
2,S19,S20,17881,1601
2,S19,S21,4202,609
2,S19,S22,14749,1717
2,S19,S23,9478,1139
2,S19,S24,11971,1389
2,S19,S25,17948,1928
2,S19,S26,18548,2041
2,S19,S27,14320,1673
2,S19,S28,14741,1716
2,S19,S29,15616,1625
2,S19,S30,16349,1858
2,S19,S31,15258,1772
2,S19,S32,16124,1842
2,S19,S33,18073,1870
2,S19,S34,17937,1929
2,S20,S9,35375,2180
2,S20,S10,34144,2089
2,S20,S11,503,87
2,S20,S12,5554,837
2,S20,S13,5271,789
2,S20,S14,4176,598
2,S20,S15,5721,732
2,S20,S16,5962,741
2,S20,S17,16980,1631
2,S20,S18,15939,1512
2,S20,S19,18627,1892
2,S20,S21,16166,1986
2,S20,S22,7416,877
2,S20,S23,7256,948
2,S20,S24,16530,1798
2,S20,S25,12683,1562
2,S20,S26,12918,1533
2,S20,S27,10656,1244
2,S20,S28,10650,1314
2,S20,S29,10351,1221
2,S20,S30,11084,1477
2,S20,S31,12421,1532
2,S20,S32,12288,1530
2,S20,S33,12808,1477
2,S20,S34,12672,1561
2,S20,S35,8618,1071
2,S20,S36,9413,1233
2,S20,S37,9624,1316
2,S20,S38,11318,1457
2,S20,S39,10084,1413
2,S20,S40,12517,1917
2,S20,S41,7602,1096
2,S20,S42,17612,2070
2,S20,S43,7549,1224
2,S20,S44,10266,1467
2,S20,S45,7504,948
2,S20,S46,10335,1408
2,S20,S47,10906,1483
2,S20,S48,9612,1322
2,S20,S49,5252,847
2,S20,S50,8225,987
2,S20,S51,4898,780
2,S20,S52,4195,533
2,S20,S53,15643,1867
2,S20,S54,17587,1980
2,S20,S55,15358,1771
2,S20,S56,15749,1873
2,S20,S57,15989,1849
2,S20,S58,16023,1862
2,S20,S59,20924,1780
2,S20,S60,13013,1586
2,S20,S61,12668,1487
2,S20,S62,12038,1418
2,S20,S63,20900,1774
2,S20,S64,22836,1957
2,S20,S65,8494,1083
2,S20,S66,11707,1359
2,S20,S67,12611,1416
2,S20,S68,27688,2008
2,S20,S69,28570,2047
2,S20,S70,17871,2160
2,S20,S71,9304,1155
2,S20,S72,15092,1726
2,S20,S73,14842,1716
2,S20,S74,11507,1369
2,S20,S75,18523,2414
2,S20,S76,17690,2149
2,S20,S77,14468,1757
2,S20,S78,12473,1524
2,S20,S79,7026,854
2,S20,S80,7799,1070
2,S20,S81,8248,1039
2,S20,S82,7178,865
2,S20,S83,7174,996
2,S20,S84,4370,699
2,S20,S85,5258,725
2,S20,S86,3733,545
2,S20,S87,7028,904
2,S20,S88,5027,717
2,S20,S89,5351,675
2,S20,S90,2378,294
2,S20,S91,6537,1084
2,S20,S92,10320,1638
2,S20,S93,10648,1715
2,S20,S94,9190,1420
2,S20,S95,8175,1318
2,S20,S96,8417,1300
2,S20,S97,6194,1045
2,S20,S98,10815,1634
2,S20,S99,10262,1573
2,S20,S100,9654,1523
2,S20,S101,8642,1319
2,S20,S102,8905,1298
2,S20,S103,8553,1330
2,S20,S104,10954,1342
2,S20,S105,10805,1649
2,S20,S106,9726,1529
2,S21,S82,8936,876
2,S21,S83,9174,959
2,S21,S84,16995,1498
2,S21,S85,13469,985
2,S21,S86,12932,1490
2,S21,S87,8740,872
2,S21,S88,13238,985
2,S21,S89,13967,1056
2,S21,S90,17034,1352
2,S21,S91,22248,1815
2,S21,S92,32002,2259
2,S21,S93,32330,2394
2,S21,S94,24901,2211
2,S21,S95,23886,2132
2,S21,S96,24128,2112
2,S21,S97,21905,1848
2,S21,S98,26526,2320
2,S21,S99,31909,2193
2,S21,S100,25365,2296
2,S21,S101,24353,2116
2,S21,S102,24616,2091
2,S21,S103,24264,2132
2,S21,S104,26228,2251
2,S21,S105,27518,2349
2,S21,S106,26439,2108
2,S21,S107,24472,2177
2,S21,S108,25298,2316
2,S21,S109,22658,1933
2,S21,S110,26428,2392
2,S21,S111,24435,2097
2,S21,S112,24181,1996
2,S21,S113,27541,2134
2,S21,S114,24944,2138
2,S21,S115,24454,2058
2,S21,S116,24794,2219
2,S21,S117,22006,1686
2,S21,S118,21972,1829
2,S21,S119,19287,1312
2,S21,S120,18265,1182
2,S21,S121,20804,1546
2,S21,S122,21468,1654
2,S22,W01320203,9784,1207
2,S22,S1,46569,3207
2,S22,S2,26563,3037
2,S22,S3,26563,3037
2,S22,S4,34736,2595
2,S22,S5,38120,2659
2,S22,S6,14149,1804
2,S22,S7,35205,2548
2,S22,S8,35410,2342
2,S22,S9,35549,2486
2,S22,S10,34318,2409
2,S22,S11,7169,831
2,S22,S12,4769,660
2,S22,S13,4486,611
2,S22,S14,1076,160
2,S22,S15,3503,372
2,S22,S16,3744,376
2,S22,S17,13348,1458
2,S22,S18,12307,1339
2,S22,S19,14995,1717
2,S22,S20,6860,789
2,S22,S21,13948,1531
2,S22,S23,4941,594
2,S22,S24,20792,2201
2,S22,S25,16612,1886
2,S22,S26,17066,2006
2,S22,S27,14748,1593
2,S22,S28,14579,1580
2,S22,S29,14280,1590
2,S22,S30,15013,1761
2,S22,S31,16683,1921
2,S22,S32,16217,1825
2,S22,S33,16737,1763
2,S22,S34,16601,1884
2,S22,S35,12547,1341
2,S22,S36,13675,1625
2,S22,S37,13886,1659
2,S22,S38,15580,1815
2,S22,S39,16563,2021
2,S22,S40,16779,2268
2,S22,S41,13672,1759
2,S22,S42,21874,2442
2,S22,S43,12176,1733
2,S22,S44,15980,2186
2,S22,S45,13218,1658
2,S22,S46,16570,2111
2,S22,S47,17870,2137
2,S22,S48,13874,1743
2,S22,S49,6306,771
2,S22,S50,3151,372
2,S22,S51,5977,688
2,S22,S52,10265,1229
2,S22,S53,20540,2129
2,S22,S54,20587,2110
2,S22,S55,18725,2002
2,S22,S56,19071,1958
2,S23,S32,14326,1595
2,S23,S33,14674,1535
2,S23,S34,14538,1596
2,S23,S35,10247,1121
2,S23,S36,11249,1423
2,S23,S37,11460,1524
2,S23,S38,13184,1499
2,S23,S39,15387,1749
2,S23,S40,14353,2119
2,S23,S41,14777,1575
2,S23,S42,18756,2141
2,S23,S43,12124,1558
2,S23,S44,17085,1974
